API/UWI,Operator Alias,Well/Lease Name,Well Number,Entity Type,County/Parish,Reservoir,Production Type,Producing Status,Drill Type,First Prod Date,Last Prod Date,Cum Gas,Cum Oil,Cum BOE,Cum Water,Cum MMCFGE,Cum BCFGE,Daily Gas,Daily Oil,First Month Oil,First Month Gas,First Month Water,First 6 Oil,First 6 Gas,First 6 BOE,First 6 Water,First 12 Oil,First 12 Gas,First 12 BOE,First 12 MMCFGE,First 12 Water,First 24 Oil,First 24 Gas,First 24 BOE,First 24 MMCFGE,First 24 Water,First 60 Oil,First 60 Gas,First 60 BOE,First 60 Water,First 60 MMCFGE,Prac IP Oil Daily,Prac IP Gas Daily,Prac IP CFGED,Prac IP BOE,Latest Oil,Latest Gas,Latest Water,Prior 12 Oil,Prior 12 Gas,Prior 12 Water,Last Test Date,Last Flow Pressure,Last WHSIP,2nd Month GOR,Latest GOR,Cum GOR,Last 12 Yield,2nd Month Yield,Latest Yield,Peak Gas,Peak Gas Month No.,Peak Oil,Peak Oil Month No.,Peak BOE,Peak BOE Month No.,Peak MMCFGE,Peak MMCFGE Month No.,Upper Perforation,Lower Perforation,Gas Gravity,Oil Gravity,Completion Date,Well Count,Max Active Wells,Months Produced,Gas Gatherer,Oil Gatherer,Lease Number,Spud Date,Measured Depth (TD),True Vertical Depth,Gross Perforated Interval,Field,State,District,Basin,Country,Section,Township,Range,Abstract,Block,Survey,OCS Area,PGC Area,Surface Latitude (WGS84),Surface Longitude (WGS84),Reported Operator,Last 12 Oil,Last 12 Gas,Last 12 Water,Entity ID
33053027550000,CONOCOPHILLIPS COMPANY,VEEDER,14-13H,COM,MCKENZIE (ND),MIDDLE BAKKEN (BAKKEN POOL),O&G,ACTIVE,H,2006-11-01,2018-01-01,312141.0000,273575.0000,325599.0000,25013.0000,1954.0000,2.0000,78,102,4906,510.0000,26,37660.0000,33606.0000,43261.0000,4182.0000,70219,77624,83156.0000,499.0000,6785,109993.0000,127577.0000,131256.0000,788.0000,9730.0000,170083.0000,205498.0000,204333.0000,13145.0000,1226.0000,113.0000,80.0000,760871.0000,127.0000,946,1085.0000,424,15624,15953,1044,2007-02-26,,,710.00,770.5780,1140.00,1297.7270,1415.3000,871.9000,9244.0000,8,8201.0000,5,9339.0000,,56.0000,,11181.00000,17615.00000,,,2006-11-10,1,1,126,,,16357,2006-09-12,17615.00000,,6434.00,BLUE BUTTES,ND,(N/A),WILLISTON,USA,13,150N,96W,,,,(N/A),P-500,47.8049996,-102.9185481,BURLINGTON RESOURCES OIL & GAS COMPANY LP,12501.0000,9633.0000,3577.0000,117907154
33025006040000,EXXON MOBIL CORPORATION,KULISH,24-2H,COM,DUNN (ND),MIDDLE BAKKEN (BAKKEN POOL),O&G,ACTIVE,H,2007-02-01,2018-02-01,139946.0000,194642.0000,217966.0000,95819.0000,1308.0000,1.0000,24,16,5053,64.0000,4252,23476.0000,1034.0000,23648.0000,12763.0000,34687,2132,35042.0000,210.0000,17263,70577.0000,24750.0000,74702.0000,448.0000,32572.0000,144868.0000,77208.0000,157736.0000,68072.0000,946.0000,152.0000,22.0000,934065.0000,156.0000,461,845.0000,276,6761,7669,3943,2007-02-10,,,150.00,1506.3400,720.00,663.8610,6827.5000,545.6000,3083.0000,18,5356.0000,18,5870.0000,,35.0000,,11180.00000,16070.00000,,42.000000,2007-02-09,1,1,130,,,16412,2006-11-18,16070.00000,,4890.00,MURPHY CREEK,ND,(N/A),WILLISTON,USA,02,144N,96W,,,,(N/A),P-500,47.3144327,-102.8103366,XTO ENERGY INC.,5599.0000,8434.0000,3317.0000,119289621
33053027330000,"ZAVANNA, LLC",GASS,1-25H,COM,MCKENZIE (ND),MADISON POOL,O&G,ACTIVE,H,2006-12-01,2018-02-01,96727.0000,100078.0000,116199.0000,328682.0000,697.0000,1.0000,30,16,128,,60,18057.0000,10065.0000,19735.0000,26361.0000,29592,16917,32412.0000,194.0000,55479,44661.0000,26598.0000,49094.0000,295.0000,106254.0000,69272.0000,51248.0000,77813.0000,192981.0000,467.0000,166.0000,77.0000,1075968.0000,179.0000,277,533.0000,1348,4007,6685,20113,2007-01-06,,,460.00,1811.6580,970.00,551.9810,2160.3000,519.7000,2389.0000,1,5161.0000,2,5559.0000,2,33.0000,2,9039.00000,14851.00000,,,2007-01-03,1,1,127,,,16258,2006-10-24,14851.00000,,5812.00,BRIAR CREEK,ND,(N/A),WILLISTON,USA,25,152N,104W,,,,(N/A),P-500,47.9633987,-103.9464443,"ZAVANNA, LLC",3637.0000,6589.0000,19769.0000,119289623
33025006000000,MARATHON OIL COMPANY,KLATT,34-33H,COM,DUNN (ND),MIDDLE BAKKEN (BAKKEN POOL),O&G,ACTIVE,H,2007-01-01,2018-02-01,94154.0000,148505.0000,164197.0000,31794.0000,985.0000,1.0000,33,25,702,0.0000,200,16246.0000,4450.0000,16988.0000,2718.0000,31954,12450,34029.0000,204.0000,5232,50396.0000,25649.0000,54671.0000,328.0000,12519.0000,78307.0000,44248.0000,85682.0000,17101.0000,514.0000,101.0000,0.0000,604714.0000,101.0000,543,725.0000,99,6799,5727,1208,2007-03-21,,,0.00,1341.0640,630.00,745.6770,,749.0000,2038.0000,8,4058.0000,9,4226.0000,9,25.0000,9,10996.00000,14942.00000,,,2007-01-21,1,1,127,,,16372,2006-12-06,14942.00000,,3946.00,BAILEY,ND,(N/A),WILLISTON,USA,33,146N,94W,,,,(N/A),P-500,47.4163409,-102.6603500,MARATHON OIL COMPANY,6468.0000,8674.0000,1341.0000,119716348
33025005980000,MARATHON OIL COMPANY,RECKARD,31-27H,COM,DUNN (ND),MIDDLE BAKKEN (BAKKEN POOL),O&G,ACTIVE,H,2007-02-01,2018-02-01,174976.0000,250634.0000,279797.0000,134541.0000,1679.0000,2.0000,57,69,4215,128.0000,3375,29120.0000,12576.0000,31216.0000,9561.0000,44009,18474,47088.0000,283.0000,13308,87251.0000,52587.0000,96015.0000,576.0000,39718.0000,140031.0000,95050.0000,155873.0000,64399.0000,935.0000,242.0000,102.0000,1552667.0000,259.0000,1570,1498.0000,1022,34508,23121,25169,2007-03-10,,,420.00,826.2810,700.00,1210.2420,2368.7000,1048.1000,6617.0000,17,7253.0000,2,7763.0000,,47.0000,,11068.00000,18140.00000,,,2007-02-21,1,1,123,,,16365,2006-12-01,18140.00000,,7072.00,BAILEY,ND,(N/A),WILLISTON,USA,27,146N,94W,,,,(N/A),P-500,47.4428051,-102.6389582,MARATHON OIL COMPANY,22168.0000,18317.0000,13820.0000,119716467
33053027740000,CONOCOPHILLIPS COMPANY,STATE VEEDER,41-36H,COM,MCKENZIE (ND),MIDDLE BAKKEN (BAKKEN POOL),O&G,ACTIVE,H,2007-04-01,2018-02-01,159360.0000,169715.0000,196275.0000,18720.0000,1178.0000,1.0000,36,34,6033,0.0000,1225,28421.0000,16028.0000,31092.0000,3746.0000,44250,36114,50269.0000,302.0000,5402,65834.0000,57816.0000,75470.0000,453.0000,7760.0000,97475.0000,93002.0000,112975.0000,10753.0000,678.0000,180.0000,0.0000,1078645.0000,180.0000,399,155.0000,87,10400,12902,924,2007-04-15,,,0.00,1048.4290,940.00,953.8080,,2574.2000,5979.0000,74,6922.0000,4,7884.0000,4,47.0000,4,11240.00000,17995.00000,,43.700000,2007-03-23,1,1,123,(N/A),(N/A),16473,2006-12-31,17995.00000,,6755.00,BLUE BUTTES,ND,(N/A),WILLISTON,USA,36,150N,96W,,,,(N/A),P-500,47.7734181,-102.9006016,BURLINGTON RESOURCES OIL & GAS COMPANY LP,6174.0000,6473.0000,666.0000,119864252
33025006140000,"CONTINENTAL RESOURCES, INC.",STATE WEYDAHL,44-36H,COM,DUNN (ND),MIDDLE BAKKEN (BAKKEN POOL),O&G,ACTIVE,H,2007-04-01,2018-02-01,269116.0000,330543.0000,375396.0000,44798.0000,2252.0000,2.0000,47,24,8181,0.0000,2507,35993.0000,14546.0000,38417.0000,4557.0000,69213,24783,73344.0000,440.0000,6977,113571.0000,64192.0000,124270.0000,746.0000,9534.0000,186456.0000,135013.0000,208958.0000,14213.0000,1254.0000,434.0000,92.0000,2692645.0000,449.0000,164,436.0000,40,13640,17443,3924,2007-04-30,,,210.00,1931.6650,810.00,517.6880,4735.4000,376.1000,16480.0000,77,18007.0000,77,20455.0000,78,123.0000,78,11322.00000,17740.00000,,42.500000,2007-04-28,1,1,128,,,16510,2007-01-28,17740.00000,,6418.00,CORRAL CREEK,ND,(N/A),WILLISTON,USA,36,147N,96W,,,,(N/A),P-500,47.5030565,-102.8453461,"CONTINENTAL RESOURCES, INC.",5473.0000,10572.0000,1941.0000,120532095
33053027700000,OASIS PETROLEUM NORTH AMERICA LLC,COLAVITO FEDERAL,1-27H,COM,MCKENZIE (ND),MADISON POOL,O&G,ACTIVE,H,2007-04-01,2018-01-01,46660.0000,64532.0000,72309.0000,223644.0000,434.0000,0.0000,11,6,686,275.0000,64,14504.0000,7000.0000,15671.0000,27683.0000,24104,11933,26093.0000,157.0000,54020,34789.0000,17804.0000,37756.0000,227.0000,85423.0000,49607.0000,27650.0000,54215.0000,149612.0000,325.0000,129.0000,33.0000,810323.0000,135.0000,,3.0000,,2468,4445,10502,2007-05-06,,,260.00,1773.5290,720.00,563.8470,3874.5000,0.0000,1980.0000,3,4014.0000,2,4187.0000,,25.0000,,10015.00000,15587.00000,,39.000000,2007-04-12,1,1,129,,,16437,2007-02-08,15588.00000,,5572.00,FOREMAN BUTTE,ND,(N/A),WILLISTON,USA,22,150N,103W,,,,(N/A),P-500,47.7909942,-103.8607614,OASIS PETROLEUM NORTH AMERICA LLC,2040.0000,3618.0000,10818.0000,120532096
33053027690000,"HESS BAKKEN INVESTMENTS II, LLC",LARS ROTHIE,32-29H,COM,MCKENZIE (ND),MIDDLE BAKKEN (BAKKEN POOL),O&G,ACTIVE,H,2007-04-01,2018-02-01,297770.0000,209434.0000,259062.0000,10417.0000,1554.0000,2.0000,103,83,1814,672.0000,3,31927.0000,43863.0000,39238.0000,1946.0000,52598,68206,63966.0000,384.0000,2690,80498.0000,109698.0000,98781.0000,593.0000,4688.0000,134162.0000,187904.0000,165479.0000,5607.0000,993.0000,486.0000,660.0000,3572955.0000,595.0000,2604,3478.0000,559,9746,13417,395,2007-06-20,,,1360.00,1238.7300,1420.00,807.2780,735.7000,748.7000,14519.0000,2,10681.0000,2,13101.0000,,79.0000,,11066.00000,20166.00000,,43.800000,2007-06-20,1,1,128,,,16433,2007-02-10,20166.00000,,9100.00,BLUE BUTTES,ND,(N/A),WILLISTON,USA,32,151N,95W,,,,(N/A),P-500,47.8479808,-102.8676484,"HESS BAKKEN INVESTMENTS II, LLC",15972.0000,19785.0000,1344.0000,120532101
33025006180000,"CONTINENTAL RESOURCES, INC.",MEDICINE HOLE,14-27H,COM,DUNN (ND),MIDDLE BAKKEN (BAKKEN POOL),O&G,ACTIVE,H,2007-05-01,2018-02-01,112805.0000,152846.0000,171647.0000,29642.0000,1030.0000,1.0000,16,17,1686,0.0000,0,12761.0000,1483.0000,13008.0000,1897.0000,30679,8778,32142.0000,193.0000,4519,47265.0000,22943.0000,51089.0000,307.0000,6784.0000,105247.0000,68499.0000,116663.0000,21271.0000,700.0000,103.0000,0.0000,615800.0000,103.0000,256,92.0000,320,7048,5730,1209,2007-06-24,,,0.00,930.1570,740.00,1075.0870,,2782.6000,2329.0000,38,4078.0000,7,4431.0000,41,27.0000,41,11709.00000,21070.00000,,42.000000,2007-05-11,1,1,128,,,16548,2007-03-20,21070.00000,,9361.00,JIM CREEK,ND,(N/A),WILLISTON,USA,27,146N,96W,,,,(N/A),P-500,47.4308905,-102.9052694,"CONTINENTAL RESOURCES, INC.",5226.0000,4861.0000,1732.0000,120816289
33061005110000,EOG RESOURCES INCORPORATED,C & B,1-31H,COM,MOUNTRAIL (ND),MIDDLE BAKKEN (BAKKEN POOL),O&G,ACTIVE,H,2007-05-01,2018-02-01,203110.0000,466662.0000,500514.0000,109794.0000,3003.0000,3.0000,36,18,18414,6728.0000,,84753.0000,29089.0000,89601.0000,0.0000,152214,51334,160770.0000,965.0000,4655,226872.0000,78676.0000,239985.0000,1440.0000,13646.0000,355781.0000,133450.0000,378023.0000,38245.0000,2268.0000,825.0000,280.0000,5226967.0000,871.0000,313,837.0000,3909,13353,12990,22030,2007-05-15,,,340.00,1966.6460,440.00,508.4800,2945.0000,374.0000,8399.0000,2,24735.0000,2,26135.0000,,157.0000,,9534.00000,14200.00000,,42.000000,2007-05-15,1,1,122,,,16457,2007-02-25,14200.00000,,4666.00,PARSHALL,ND,(N/A),WILLISTON,USA,31,153N,89W,,,,(N/A),P-500,48.0238292,-102.1660870,"EOG RESOURCES, INC.",6596.0000,12972.0000,26774.0000,120816312
33025006070000,EXXON MOBIL CORPORATION,SCHWINDT,31-10H,COM,DUNN (ND),MIDDLE BAKKEN (BAKKEN POOL),O&G,ACTIVE,H,2007-05-01,2018-02-01,65700.0000,109083.0000,120033.0000,103679.0000,720.0000,1.0000,15,12,1582,,90,14364.0000,0.0000,14364.0000,10545.0000,28074,4119,28761.0000,173.0000,30982,47533.0000,17992.0000,50532.0000,303.0000,53510.0000,75341.0000,36579.0000,81438.0000,76486.0000,489.0000,34.0000,0.0000,206800.0000,34.0000,252,282.0000,196,5294,5536,4167,2007-05-11,,,0.00,1258.3030,600.00,794.7210,,893.6000,1559.0000,11,4006.0000,3,4006.0000,3,24.0000,3,11247.00000,15950.00000,,42.000000,2007-05-07,1,1,130,,,16425,2007-03-11,15950.00000,,4703.00,MURPHY CREEK,ND,(N/A),WILLISTON,USA,10,144N,96W,,,,(N/A),P-500,47.3128390,-102.8305490,XTO ENERGY INC.,4336.0000,5456.0000,3468.0000,120816365
33061005080000,EOG RESOURCES INCORPORATED,EHLERT,1-35H,COM,MOUNTRAIL (ND),MIDDLE BAKKEN (BAKKEN POOL),O&G,ACTIVE,H,2007-04-01,2018-02-01,279146.0000,534540.0000,581064.0000,29894.0000,3486.0000,3.0000,31,10,3081,1250.0000,,113658.0000,45218.0000,121194.0000,0.0000,179808,72569,191903.0000,1151.0000,1741,289344.0000,119864.0000,309321.0000,1856.0000,6969.0000,445556.0000,209635.0000,480495.0000,16357.0000,2883.0000,1355.0000,554.0000,8682452.0000,1447.0000,144,516.0000,30,6277,9961,1622,2007-04-29,,,410.00,3116.3370,520.00,320.8900,2446.3000,279.1000,17168.0000,2,41998.0000,2,44859.0000,,269.0000,,9776.00000,14500.00000,,42.000000,2007-04-29,1,1,127,,,16371,2007-03-07,14500.00000,,4724.00,PARSHALL,ND,(N/A),WILLISTON,USA,35,153N,90W,,,,(N/A),P-500,48.0370546,-102.2222064,"EOG RESOURCES, INC.",3636.0000,11331.0000,831.0000,120816372
33053027760000,"HESS BAKKEN INVESTMENTS II, LLC",SIVERTSON,20-19H,COM,MCKENZIE (ND),MIDDLE BAKKEN (BAKKEN POOL),O&G,ACTIVE,H,2007-07-01,2018-02-01,349110.0000,190526.0000,248711.0000,28973.0000,1492.0000,1.0000,57,37,365,0.0000,0,21555.0000,26654.0000,25997.0000,4405.0000,35968,50015,44304.0000,266.0000,5137,54481.0000,89914.0000,69467.0000,417.0000,6275.0000,128339.0000,209426.0000,163243.0000,18457.0000,979.0000,288.0000,327.0000,2052739.0000,342.0000,638,761.0000,24,11861,22953,2059,2007-09-01,,,1140.00,1560.8980,1830.00,640.6570,879.3000,838.4000,9006.0000,39,6615.0000,2,7869.0000,2,47.0000,2,11173.00000,19205.00000,,46.000000,2007-08-09,1,1,127,,,16492,2007-04-01,19205.00000,,8032.00,BLUE BUTTES,ND,(N/A),WILLISTON,USA,20,151N,95W,,,,(N/A),P-500,47.8827889,-102.8573284,"HESS BAKKEN INVESTMENTS II, LLC",8506.0000,13277.0000,1129.0000,121113111
33061005210000,EOG RESOURCES INCORPORATED,N&D,1-05H,COM,MOUNTRAIL (ND),MIDDLE BAKKEN (BAKKEN POOL),O&G,ACTIVE,H,2007-07-01,2018-02-01,252163.0000,471717.0000,513744.0000,32236.0000,3082.0000,3.0000,17,9,33441,10564.0000,,95155.0000,35973.0000,101151.0000,0.0000,167418,67693,178700.0000,1072.0000,4499,252828.0000,103860.0000,270138.0000,1621.0000,9608.0000,398128.0000,197319.0000,431015.0000,19574.0000,2586.0000,634.0000,242.0000,4043258.0000,674.0000,1,,7,5139,6313,812,2007-07-03,,,380.00,1963.1800,530.00,509.3780,2616.1000,,10564.0000,1,33441.0000,1,35202.0000,,211.0000,,9756.00000,14900.00000,,42.000000,2007-07-03,1,1,123,(N/A),(N/A),16532,2007-04-14,14900.00000,,5144.00,PARSHALL,ND,(N/A),WILLISTON,USA,05,152N,90W,,,,(N/A),P-500,48.0218707,-102.2299772,"EOG RESOURCES, INC.",1874.0000,3679.0000,387.0000,121113113
33061005160000,EOG RESOURCES INCORPORATED,ZACHER,1-24H,COM,MOUNTRAIL (ND),MIDDLE BAKKEN (BAKKEN POOL),O&G,ACTIVE,H,2007-06-01,2018-02-01,293732.0000,605829.0000,654784.0000,51452.0000,3929.0000,4.0000,69,41,23716,7556.0000,,105366.0000,38910.0000,111851.0000,0.0000,169751,63673,180363.0000,1082.0000,3014,280052.0000,102821.0000,297189.0000,1783.0000,7233.0000,423307.0000,173135.0000,452163.0000,13479.0000,2713.0000,841.0000,306.0000,5352452.0000,892.0000,800,1376.0000,320,24373,25379,3231,2007-06-13,,,360.00,1678.6080,480.00,595.7320,2749.8000,581.4000,9482.0000,2,26074.0000,2,27654.0000,,166.0000,,9582.00000,14400.00000,,42.000000,2007-06-13,1,1,127,,,16483,2007-03-23,14400.00000,,4818.00,PARSHALL,ND,(N/A),WILLISTON,USA,24,153N,90W,,,,(N/A),P-500,48.0658384,-102.2005964,"EOG RESOURCES, INC.",14739.0000,24741.0000,2252.0000,121113142
33061005200000,EOG RESOURCES INCORPORATED,HOFF,1-10H,COM,MOUNTRAIL (ND),MIDDLE BAKKEN (BAKKEN POOL),O&G,ACTIVE,H,2007-06-01,2018-01-01,241230.0000,484396.0000,524601.0000,83939.0000,3148.0000,3.0000,52,17,11239,3721.0000,,98342.0000,34472.0000,104087.0000,0.0000,173189,61606,183457.0000,1101.0000,5254,255239.0000,93599.0000,270839.0000,1625.0000,13189.0000,368721.0000,145117.0000,392907.0000,27862.0000,2357.0000,1111.0000,372.0000,7040613.0000,1173.0000,30,168.0000,147,14415,19613,7298,2007-06-24,,,330.00,2976.8940,500.00,335.9210,2985.3000,178.6000,11541.0000,2,34453.0000,2,36377.0000,,218.0000,,9512.00000,14328.00000,,42.000000,2007-06-24,1,1,125,,,16497,2007-04-13,14328.00000,,4816.00,PARSHALL,ND,(N/A),WILLISTON,USA,10,152N,90W,,,,(N/A),P-500,48.0064445,-102.1909950,"EOG RESOURCES, INC.",6059.0000,18037.0000,6039.0000,121113145
33025006210000,EXXON MOBIL CORPORATION,KULISH,24-3H,COM,DUNN (ND),MIDDLE BAKKEN (BAKKEN POOL),O&G,ACTIVE,H,2007-07-01,2018-02-01,66943.0000,105749.0000,116906.0000,71130.0000,701.0000,1.0000,11,11,4705,71.0000,3284,15388.0000,422.0000,15458.0000,9254.0000,26443,7760,27736.0000,166.0000,14623,48422.0000,22326.0000,52143.0000,313.0000,36799.0000,77339.0000,42838.0000,84479.0000,55055.0000,507.0000,110.0000,2.0000,663645.0000,111.0000,328,345.0000,143,4334,4100,2471,2007-07-16,,,20.00,983.1770,630.00,1017.1110,48126.8000,950.7000,1931.0000,7,4705.0000,1,4717.0000,,28.0000,,11245.00000,15902.00000,,42.000000,2007-07-14,1,1,128,,,16573,2007-04-21,15902.00000,,4657.00,MURPHY CREEK,ND,(N/A),WILLISTON,USA,03,144N,96W,,,,(N/A),P-500,47.3144905,-102.8325408,XTO ENERGY INC.,4161.0000,4091.0000,2458.0000,121405189
33025006220000,MARATHON OIL COMPANY,KNUTSON,21-2H,COM,DUNN (ND),MIDDLE BAKKEN (BAKKEN POOL),O&G,ACTIVE,H,2007-07-01,2018-02-01,78885.0000,131234.0000,144382.0000,31206.0000,866.0000,1.0000,20,21,1001,0.0000,210,13737.0000,2193.0000,14103.0000,3162.0000,31696,7394,32928.0000,198.0000,8595,53434.0000,19237.0000,56640.0000,340.0000,13732.0000,90152.0000,42852.0000,97294.0000,22280.0000,584.0000,28.0000,0.0000,165360.0000,28.0000,510,523.0000,130,3722,4124,873,2007-10-06,,,0.00,987.9490,600.00,1012.1980,,975.1000,1935.0000,9,6119.0000,4,6390.0000,4,38.0000,4,10993.00000,17702.00000,,40.600000,2007-07-05,1,1,128,,,16582,2007-05-10,17702.00000,,6709.00,BAILEY,ND,(N/A),WILLISTON,USA,02,145N,94W,,,,(N/A),P-500,47.4130616,-102.6229577,MARATHON OIL COMPANY,7468.0000,7378.0000,1772.0000,121405190
33053027930000,CONOCOPHILLIPS COMPANY,STATE DODGE,11-21H,COM,MCKENZIE (ND),MIDDLE BAKKEN (BAKKEN POOL),O&G,ACTIVE,H,2007-07-01,2018-02-01,256157.0000,185450.0000,228143.0000,19551.0000,1369.0000,1.0000,52,31,6665,9883.0000,2745,29262.0000,42316.0000,36315.0000,4129.0000,49054,77924,62041.0000,372.0000,5929,74260.0000,110388.0000,92658.0000,556.0000,8353.0000,118806.0000,173325.0000,147693.0000,12656.0000,886.0000,235.0000,338.0000,1746968.0000,291.0000,1126,1155.0000,189,11913,14884,1728,2007-07-13,,,1440.00,1651.3610,1380.00,605.5610,694.4000,974.9000,10482.0000,2,7279.0000,2,9026.0000,,54.0000,,10880.00000,17395.00000,,40.200000,2007-07-10,1,1,124,,,16579,2007-04-26,17395.00000,,6515.00,DIMMICK LAKE,ND,(N/A),WILLISTON,USA,21,151N,96W,,,,(N/A),P-500,47.8901107,-102.9831422,BURLINGTON RESOURCES OIL & GAS COMPANY LP,11281.0000,18629.0000,2164.0000,121405208
33025006170000,"CONTINENTAL RESOURCES, INC.",DVIRNAK,14-6H,COM,DUNN (ND),MIDDLE BAKKEN (BAKKEN POOL),O&G,ACTIVE,H,2007-07-01,2018-02-01,168157.0000,203648.0000,231674.0000,50781.0000,1390.0000,1.0000,29,36,3517,1966.0000,158,20203.0000,14102.0000,22553.0000,6144.0000,42180,29869,47158.0000,283.0000,13582,72487.0000,56121.0000,81841.0000,491.0000,19485.0000,126941.0000,100066.0000,143619.0000,32529.0000,862.0000,31.0000,63.0000,248839.0000,41.0000,438,277.0000,263,15134,11198,3265,2007-09-08,,,2050.00,798.2550,830.00,1252.7330,487.3000,1581.2000,4340.0000,7,6525.0000,7,7248.0000,,43.0000,,11312.00000,17720.00000,,40.100000,2007-07-03,1,1,127,,,16537,2007-04-23,17720.00000,,6408.00,JIM CREEK,ND,(N/A),WILLISTON,USA,06,146N,95W,,,,(N/A),P-500,47.4888513,-102.8412859,"CONTINENTAL RESOURCES, INC.",12719.0000,10153.0000,2257.0000,121405276
33025006250000,"CONTINENTAL RESOURCES, INC.",DENNIS,44-8H,COM,DUNN (ND),MIDDLE BAKKEN (BAKKEN POOL),O&G,ACTIVE,H,2007-07-01,2018-02-01,88284.0000,82796.0000,97510.0000,20822.0000,585.0000,1.0000,9,9,4812,0.0000,0,17080.0000,15568.0000,19675.0000,3400.0000,25342,23572,29271.0000,176.0000,5913,37644.0000,38857.0000,44120.0000,265.0000,8735.0000,59880.0000,64147.0000,70571.0000,13966.0000,423.0000,68.0000,68.0000,473806.0000,79.0000,218,193.0000,67,3440,3417,1089,2007-07-01,,,1000.00,924.8210,1070.00,1081.2900,999.0000,1129.5000,6299.0000,3,4862.0000,4,5912.0000,4,35.0000,4,11479.00000,17946.00000,,42.100000,2007-06-29,1,1,126,,,16605,2007-04-28,17946.00000,,6467.00,CEDAR COULEE,ND,(N/A),WILLISTON,USA,08,147N,96W,,,,(N/A),P-500,47.5607260,-102.9299845,"CONTINENTAL RESOURCES, INC.",3219.0000,2977.0000,1279.0000,121405277
33053027960000,"HESS BAKKEN INVESTMENTS II, LLC",BB-BUDAHN-150-95,0506H-1,COM,MCKENZIE (ND),MIDDLE BAKKEN (BAKKEN POOL),O&G,ACTIVE,H,2007-07-01,2018-02-01,312584.0000,239285.0000,291382.0000,12864.0000,1748.0000,2.0000,53,42,11253,12307.0000,1314,49165.0000,62247.0000,59540.0000,6180.0000,71219,84811,85354.0000,512.0000,8751,103946.0000,126782.0000,125076.0000,750.0000,9862.0000,167821.0000,219320.0000,204374.0000,10904.0000,1226.0000,381.0000,441.0000,2724484.0000,454.0000,974,1334.0000,54,12057,14091,564,2007-08-10,,,1160.00,1246.3830,1310.00,802.3210,863.4000,730.1000,13665.0000,2,11799.0000,2,14077.0000,,84.0000,,10993.00000,19301.00000,,44.300000,2007-07-16,1,1,126,,,16603,2007-05-13,19301.00000,,8308.00,BLUE BUTTES,ND,(N/A),WILLISTON,USA,05,150N,95W,,,,(N/A),P-500,47.8397380,-102.8565661,"HESS BAKKEN INVESTMENTS II, LLC",11267.0000,14043.0000,274.0000,121405280
33061005140000,EOG RESOURCES INCORPORATED,GEVING,1-09H,COM,MOUNTRAIL (ND),MIDDLE BAKKEN (BAKKEN POOL),O&G,ACTIVE,H,2007-08-01,2018-02-01,223506.0000,396064.0000,433315.0000,76168.0000,2600.0000,3.0000,53,30,17200,7657.0000,,71715.0000,31784.0000,77012.0000,1447.0000,116421,51845,125062.0000,750.0000,7380,166546.0000,75252.0000,179088.0000,1075.0000,14480.0000,267009.0000,136556.0000,289768.0000,31292.0000,1739.0000,471.0000,208.0000,3034433.0000,506.0000,662,1254.0000,309,18203,18752,7491,2007-08-12,,,440.00,1762.1920,560.00,567.4750,2264.4000,527.9000,7657.0000,1,17200.0000,1,18476.0000,,111.0000,,9656.00000,14215.00000,,42.000000,2007-08-12,1,1,123,,,16467,2007-05-24,14215.00000,,4559.00,PARSHALL,ND,(N/A),WILLISTON,USA,09,152N,90W,,,,(N/A),P-500,47.9930723,-102.2003976,"EOG RESOURCES, INC.",10929.0000,19259.0000,4913.0000,121764965
33061005240000,EOG RESOURCES INCORPORATED,RALPH,1-32H,COM,MOUNTRAIL (ND),MIDDLE BAKKEN (BAKKEN POOL),O&G,ACTIVE,H,2007-08-01,2018-02-01,137207.0000,444697.0000,467565.0000,159680.0000,2805.0000,3.0000,25,46,27815,8431.0000,,91546.0000,26323.0000,95933.0000,2441.0000,147214,42239,154254.0000,926.0000,14667,197519.0000,56433.0000,206924.0000,1242.0000,29048.0000,329704.0000,98199.0000,346070.0000,83913.0000,2076.0000,529.0000,148.0000,3321800.0000,554.0000,385,346.0000,620,26760,6047,17362,2007-09-02,,,280.00,540.6440,310.00,1849.6470,3569.1000,1112.7000,8431.0000,1,27815.0000,1,29220.0000,,175.0000,,9351.00000,14100.00000,,42.000000,2007-09-02,1,1,123,,,16550,2007-05-20,14100.00000,,4749.00,PARSHALL,ND,(N/A),WILLISTON,USA,32,153N,89W,,,,(N/A),P-500,48.0238919,-102.1448954,"EOG RESOURCES, INC.",15193.0000,8214.0000,10070.0000,121764966
