API/UWI,Operator Alias,Well/Lease Name,Well Number,Entity Type,County/Parish,Reservoir,Production Type,Producing Status,Drill Type,First Prod Date,Last Prod Date,Cum Gas,Cum Oil,Cum BOE,Cum Water,Cum MMCFGE,Cum BCFGE,Daily Gas,Daily Oil,First Month Oil,First Month Gas,First Month Water,First 6 Oil,First 6 Gas,First 6 BOE,First 6 Water,First 12 Oil,First 12 Gas,First 12 BOE,First 12 MMCFGE,First 12 Water,First 24 Oil,First 24 Gas,First 24 BOE,First 24 MMCFGE,First 24 Water,First 60 Oil,First 60 Gas,First 60 BOE,First 60 Water,First 60 MMCFGE,Prac IP Oil Daily,Prac IP Gas Daily,Prac IP CFGED,Prac IP BOE,Latest Oil,Latest Gas,Latest Water,Prior 12 Oil,Prior 12 Gas,Prior 12 Water,Last Test Date,Last Flow Pressure,Last WHSIP,2nd Month GOR,Latest GOR,Cum GOR,Last 12 Yield,2nd Month Yield,Latest Yield,Peak Gas,Peak Gas Month No.,Peak Oil,Peak Oil Month No.,Peak BOE,Peak BOE Month No.,Peak MMCFGE,Peak MMCFGE Month No.,Upper Perforation,Lower Perforation,Gas Gravity,Oil Gravity,Completion Date,Well Count,Max Active Wells,Months Produced,Gas Gatherer,Oil Gatherer,Lease Number,Spud Date,Measured Depth (TD),True Vertical Depth,Gross Perforated Interval,Field,State,District,Basin,Country,Section,Township,Range,Abstract,Block,Survey,OCS Area,PGC Area,Surface Latitude (WGS84),Surface Longitude (WGS84),Reported Operator,Last 12 Oil,Last 12 Gas,Last 12 Water,Entity ID
33061005230000,EOG RESOURCES INCORPORATED,FLORENCE,1-04H,COM,MOUNTRAIL (ND),MIDDLE BAKKEN (BAKKEN POOL),O&G,ACTIVE,H,2007-07-01,2018-02-01,272887.0000,512218.0000,557699.0000,84038.0000,3346.0000,3.0000,84,50,9301,3403.0000,,75791.0000,29908.0000,80776.0000,0.0000,146140,58853,155949.0000,936.0000,9031,224173.0000,89869.0000,239151.0000,1435.0000,20405.0000,346709.0000,159157.0000,373235.0000,45274.0000,2239.0000,831.0000,318.0000,5301161.0000,884.0000,1204,2430.0000,285,24147,27334,4490,2007-07-25,,,380.00,1659.0360,530.00,602.7600,2612.8000,495.5000,9854.0000,2,25747.0000,2,27389.0000,,164.0000,,9648.00000,15041.00000,,42.000000,2007-07-25,1,1,124,,,16543,2007-05-31,15041.00000,,5393.00,PARSHALL,ND,(N/A),WILLISTON,USA,04,152N,90W,,,,(N/A),P-500,48.0207394,-102.2135168,"EOG RESOURCES, INC.",17386.0000,28844.0000,4210.0000,121764994
33025006290000,MARATHON OIL COMPANY,KUPPER,34-10H,COM,DUNN (ND),MIDDLE BAKKEN (BAKKEN POOL),O&G,ACTIVE,H,2007-08-01,2018-02-01,324047.0000,325410.0000,379418.0000,92812.0000,2277.0000,2.0000,111,59,4034,2149.0000,1114,31611.0000,18268.0000,34656.0000,5667.0000,48771,27312,53323.0000,320.0000,7249,79498.0000,68009.0000,90833.0000,545.0000,11634.0000,134664.0000,124744.0000,155455.0000,20208.0000,933.0000,289.0000,171.0000,1902593.0000,317.0000,1229,1989.0000,518,30402,49820,14943,2007-09-02,,,590.00,1881.2070,1000.00,531.5740,1687.3000,617.9000,8748.0000,87,10174.0000,84,11397.0000,,68.0000,,11117.00000,19255.00000,,40.000000,2007-08-09,1,1,125,,,16626,2007-06-09,19255.00000,,8138.00,CHIMNEY BUTTE,ND,(N/A),WILLISTON,USA,10,146N,95W,,,,(N/A),P-500,47.4752875,-102.7659675,MARATHON OIL COMPANY,21205.0000,39891.0000,10065.0000,121764998
33053027980000,"CONTINENTAL RESOURCES, INC.",HUGELEN,1-15H,COM,MCKENZIE (ND),MIDDLE BAKKEN (BAKKEN POOL),O&G,ACTIVE,H,2007-09-01,2018-02-01,26472.0000,39825.0000,44237.0000,6597.0000,265.0000,0.0000,5,9,217,173.0000,327,997.0000,796.0000,1130.0000,844.0000,2233,1784,2530.0000,15.0000,1907,5582.0000,4463.0000,6326.0000,38.0000,2404.0000,20120.0000,13552.0000,22379.0000,4308.0000,134.0000,46.0000,37.0000,314500.0000,52.0000,238,112.0000,18,3256,2435,244,2008-03-25,,,800.00,512.8210,660.00,1950.0000,1250.0000,2125.0000,827.0000,40,1034.0000,40,1172.0000,,7.0000,,11727.00000,19073.00000,,42.700000,2007-09-18,1,1,124,,,16608,2007-05-22,19073.00000,,7346.00,RANCH COULEE,ND,(N/A),WILLISTON,USA,15,146N,98W,,,,(N/A),P-500,47.4638012,-103.1617246,"CONTINENTAL RESOURCES, INC.",2925.0000,1500.0000,575.0000,121765005
33025006320000,"CONTINENTAL RESOURCES, INC.",CARUS,24-28H,COM,DUNN (ND),MIDDLE BAKKEN (BAKKEN POOL),O&G,ACTIVE,H,2007-08-01,2018-02-01,235101.0000,296426.0000,335610.0000,26853.0000,2014.0000,2.0000,28,23,10833,0.0000,2252,63252.0000,34119.0000,68939.0000,4606.0000,101131,55992,110463.0000,663.0000,5637,154650.0000,107365.0000,172544.0000,1035.0000,8830.0000,221443.0000,151581.0000,246707.0000,14853.0000,1480.0000,474.0000,21.0000,2864767.0000,477.0000,608,629.0000,90,9175,10702,1279,2007-08-12,,,40.00,1231.2580,790.00,812.1780,22825.0000,966.6000,10697.0000,2,14220.0000,2,14324.0000,2,86.0000,2,12012.00000,20905.00000,,42.000000,2007-08-08,1,1,127,,,16648,2007-06-10,20905.00000,,8893.00,CEDAR COULEE,ND,(N/A),WILLISTON,USA,28,147N,96W,,,,(N/A),P-500,47.5177652,-102.9226669,"CONTINENTAL RESOURCES, INC.",8190.0000,10084.0000,1337.0000,121765006
33025006260000,MARATHON OIL COMPANY,CARLSON,21-29H,COM,DUNN (ND),MIDDLE BAKKEN (BAKKEN POOL),O&G,ACTIVE,H,2007-09-01,2018-02-01,290388.0000,368301.0000,416699.0000,152048.0000,2500.0000,3.0000,167,152,1794,469.0000,1240,27220.0000,3948.0000,27878.0000,7686.0000,49620,15482,52200.0000,313.0000,12301,77020.0000,32796.0000,82486.0000,495.0000,17720.0000,124577.0000,73782.0000,136874.0000,28259.0000,821.0000,264.0000,41.0000,1622966.0000,270.0000,3314,3238.0000,1537,69791,58833,35808,2007-10-03,,,160.00,1101.2710,790.00,908.0420,6359.4000,1023.5000,14088.0000,94,18132.0000,94,20480.0000,,123.0000,,11148.00000,17951.00000,,40.400000,2007-09-27,1,1,125,,,16611,2007-07-07,20405.00000,,6803.00,BAILEY,ND,(N/A),WILLISTON,USA,29,146N,94W,,,,(N/A),P-500,47.4427026,-102.6878923,MARATHON OIL COMPANY,51683.0000,56917.0000,23859.0000,122145785
33053028000000,"HESS BAKKEN INVESTMENTS II, LLC",BB-OLSON-150-95,0817H-1,COM,MCKENZIE (ND),MIDDLE BAKKEN (BAKKEN POOL),O&G,ACTIVE,H,2007-08-01,2018-02-01,582941.0000,402410.0000,499567.0000,26392.0000,2997.0000,3.0000,136,73,1739,1753.0000,38,28831.0000,31113.0000,34017.0000,1930.0000,43690,52694,52472.0000,315.0000,3208,65002.0000,79787.0000,78300.0000,470.0000,4164.0000,248255.0000,317431.0000,301160.0000,20416.0000,1807.0000,321.0000,317.0000,2245500.0000,374.0000,2097,4011.0000,162,21033,41077,964,2007-09-26,,,990.00,1865.6790,1450.00,535.9980,1012.8000,522.8000,18586.0000,32,15691.0000,32,18789.0000,,113.0000,,10972.00000,20087.00000,,44.300000,2007-08-29,1,1,125,,,16610,2007-06-29,20087.00000,,9115.00,BLUE BUTTES,ND,(N/A),WILLISTON,USA,08,150N,95W,,,,(N/A),P-500,47.8322181,-102.8645610,"HESS BAKKEN INVESTMENTS II, LLC",18627.0000,34752.0000,854.0000,122145810
33061005170000,EOG RESOURCES INCORPORATED,WENCO,1-30H,COM,MOUNTRAIL (ND),MIDDLE BAKKEN (BAKKEN POOL),O&G,ACTIVE,H,2007-09-01,2018-02-01,201648.0000,491269.0000,524877.0000,43033.0000,3149.0000,3.0000,18,28,14041,5046.0000,,111571.0000,39530.0000,118159.0000,1638.0000,184464,69112,195983.0000,1176.0000,5196,269324.0000,97669.0000,285602.0000,1714.0000,9647.0000,391685.0000,149069.0000,416530.0000,18467.0000,2499.0000,1086.0000,382.0000,6895806.0000,1149.0000,324,371.0000,101,14463,4807,8251,2007-09-23,,,350.00,649.7760,410.00,1538.9910,2842.5000,873.3000,11840.0000,2,33655.0000,2,35628.0000,,214.0000,,9535.00000,13940.00000,,42.000000,2007-09-23,1,1,123,,,16484,2007-07-10,13940.00000,,4405.00,PARSHALL,ND,(N/A),WILLISTON,USA,30,153N,89W,,,,(N/A),P-500,48.0515040,-102.1753190,"EOG RESOURCES, INC.",9611.0000,6245.0000,3750.0000,122145830
33105016300000,"ZAVANNA, LLC",CHARBONNEAU,1-14H,COM,WILLIAMS (ND),MADISON POOL,O&G,ACTIVE,H,2007-08-01,2018-02-01,308739.0000,342775.0000,394232.0000,143240.0000,2365.0000,2.0000,61,29,27,0.0000,378,23694.0000,12947.0000,25852.0000,17385.0000,53434,31513,58686.0000,352.0000,30767,105823.0000,62242.0000,116197.0000,697.0000,49078.0000,224285.0000,134858.0000,246761.0000,91259.0000,1481.0000,130.0000,38.0000,814900.0000,136.0000,16,51.0000,3,20659,41899,8964,2007-09-10,,,290.00,2104.4270,900.00,475.1890,3416.9000,313.7000,4051.0000,96,5157.0000,18,5700.0000,18,34.0000,18,9029.00000,14690.00000,,40.000000,2007-09-01,1,1,126,,,16638,2007-06-30,14690.00000,,5661.00,BRIAR CREEK,ND,(N/A),WILLISTON,USA,14,152N,104W,,,,(N/A),P-500,47.9922599,-103.9673560,"ZAVANNA, LLC",9193.0000,19346.0000,5748.0000,122145918
33025006370000,EXXON MOBIL CORPORATION,TRUCHAN,11X-33H,COM,DUNN (ND),MIDDLE BAKKEN (BAKKEN POOL),O&G,ACTIVE,H,2007-09-01,2018-02-01,76467.0000,127981.0000,140725.0000,74159.0000,844.0000,1.0000,18,14,5016,69.0000,2174,15639.0000,418.0000,15709.0000,6922.0000,24538,5338,25428.0000,153.0000,10088,35003.0000,11037.0000,36843.0000,221.0000,14225.0000,91066.0000,44585.0000,98497.0000,49709.0000,591.0000,84.0000,2.0000,508226.0000,85.0000,395,540.0000,227,5451,5998,3558,2007-09-09,,,30.00,1274.0410,600.00,784.9040,36816.9000,731.5000,1591.0000,28,5016.0000,1,5028.0000,,30.0000,,11060.00000,15481.00000,,42.000000,2007-09-03,1,1,126,,,16678,2007-07-27,15481.00000,,4421.00,MURPHY CREEK,ND,(N/A),WILLISTON,USA,33,145N,95W,,,,(N/A),P-500,47.3423593,-102.7957463,XTO ENERGY INC.,5189.0000,6611.0000,3094.0000,122785143
33025006440000,MARATHON OIL COMPANY,KEVIN BUEHNER,11-18H,COM,DUNN (ND),MIDDLE BAKKEN (BAKKEN POOL),O&G,ACTIVE,H,2007-09-01,2018-02-01,197607.0000,352549.0000,385484.0000,100175.0000,2313.0000,2.0000,35,46,300,0.0000,107,35727.0000,3837.0000,36367.0000,6678.0000,57864,12078,59877.0000,359.0000,11074,104215.0000,34331.0000,109937.0000,660.0000,25310.0000,248988.0000,122050.0000,269330.0000,58361.0000,1616.0000,283.0000,0.0000,1696800.0000,283.0000,1321,962.0000,558,15551,10861,6825,2007-10-22,,,0.00,752.8450,560.00,1328.2950,,1373.2000,3598.0000,18,8484.0000,2,8484.0000,2,51.0000,2,10932.00000,20365.00000,,40.400000,2007-09-30,1,1,126,,,16715,2007-08-03,20365.00000,,9433.00,BAILEY,ND,(N/A),WILLISTON,USA,18,146N,93W,,,,(N/A),P-500,47.4723702,-102.5862735,MARATHON OIL COMPANY,14764.0000,11115.0000,6943.0000,122785144
33053024760000,WHITEROCK OIL & GAS LLC,ERRMU,43-13HR,COM,MCKENZIE (ND),MADISON POOL,O&G,ACTIVE,H,2007-12-01,2018-02-01,98682.0000,110570.0000,127017.0000,843498.0000,762.0000,1.0000,16,20,2462,1193.0000,7524,15077.0000,12020.0000,17080.0000,35108.0000,24134,18989,27299.0000,164.0000,65798,37624.0000,29931.0000,42613.0000,256.0000,131432.0000,77117.0000,64929.0000,87939.0000,415365.0000,528.0000,97.0000,86.0000,670161.0000,112.0000,24,20.0000,1524,5083,2626,46222,2007-12-28,,,880.00,805.3640,890.00,1241.6750,1131.6000,1200.0000,2667.0000,2,3018.0000,2,3463.0000,,21.0000,,9384.00000,13034.00000,,,2007-12-07,1,1,122,,,13717,1994-12-08,13034.00000,,3650.00,ROUGH RIDER,ND,(N/A),WILLISTON,USA,13,145N,101W,,,,(N/A),P-500,47.3773009,-103.4837097,"WHITE ROCK OIL & GAS, LLC",6376.0000,5135.0000,67586.0000,122785161
33053027990000,"CONTINENTAL RESOURCES, INC.",JOST,1-20H,COM,MCKENZIE (ND),MIDDLE BAKKEN (BAKKEN POOL),O&G,ACTIVE,H,2007-12-01,2018-02-01,30843.0000,33382.0000,38523.0000,12730.0000,231.0000,0.0000,10,5,1736,,1037,3345.0000,0.0000,3345.0000,1636.0000,8959,2942,9449.0000,57.0000,3799,13917.0000,7344.0000,15141.0000,91.0000,5502.0000,22881.0000,14108.0000,25232.0000,8753.0000,151.0000,25.0000,0.0000,150000.0000,25.0000,127,261.0000,48,1807,3321,722,2007-12-31,,,0.00,2067.6470,920.00,483.6420,,486.6000,871.0000,2,1867.0000,7,1867.0000,7,11.0000,7,11744.00000,17050.00000,,42.600000,2007-12-08,1,1,122,,,16609,2007-07-25,17050.00000,,5306.00,CHARLIE BOB,ND,(N/A),WILLISTON,USA,20,145N,98W,,,,(N/A),P-500,47.3586367,-103.2037566,"CONTINENTAL RESOURCES, INC.",1700.0000,3515.0000,573.0000,122785162
33061005340000,EOG RESOURCES INCORPORATED,SAMPSON,1-12H,COM,MOUNTRAIL (ND),MIDDLE BAKKEN (BAKKEN POOL),O&G,ACTIVE,H,2007-08-01,2018-02-01,102849.0000,258345.0000,275486.0000,41988.0000,1653.0000,2.0000,12,17,642,204.0000,,50931.0000,16573.0000,53693.0000,1868.0000,94324,32136,99680.0000,598.0000,7986,140191.0000,46201.0000,147891.0000,887.0000,15035.0000,207011.0000,72759.0000,219138.0000,27098.0000,1315.0000,456.0000,135.0000,2871630.0000,479.0000,300,250.0000,105,7056,4430,2359,2007-08-31,,,300.00,708.8990,400.00,1410.6380,3379.5000,1200.0000,3963.0000,6,12315.0000,2,12922.0000,,78.0000,,9491.00000,14474.00000,,42.000000,2007-08-31,1,1,127,,,16635,2007-07-05,14474.00000,,4983.00,PARSHALL,ND,(N/A),WILLISTON,USA,12,152N,90W,,,,(N/A),P-500,47.9935696,-102.1336527,"EOG RESOURCES, INC.",6259.0000,4437.0000,2044.0000,122785258
33025006200000,EXXON MOBIL CORPORATION,SADOWSKY,44-1H,COM,DUNN (ND),MIDDLE BAKKEN (BAKKEN POOL),O&G,ACTIVE,H,2007-10-01,2018-02-01,89695.0000,139125.0000,154074.0000,71671.0000,924.0000,1.0000,14,14,3197,,4473,21032.0000,3709.0000,21650.0000,11499.0000,31913,10658,33689.0000,202.0000,20035,67856.0000,31234.0000,73062.0000,438.0000,38787.0000,106167.0000,59182.0000,116031.0000,55102.0000,696.0000,173.0000,0.0000,1038800.0000,173.0000,357,261.0000,167,5112,6111,2484,2007-10-25,,,0.00,1048.2760,640.00,953.9470,,1367.8000,2735.0000,13,5570.0000,15,6020.0000,15,36.0000,15,11085.00000,15985.00000,,38.500000,2007-10-11,1,1,125,,,16572,2007-08-27,15985.00000,,4900.00,MURPHY CREEK,ND,(N/A),WILLISTON,USA,01,144N,96W,,,,(N/A),P-500,47.3155100,-102.7799798,XTO ENERGY INC.,4785.0000,5016.0000,2424.0000,123156503
33025006410000,"CONTINENTAL RESOURCES, INC.",KELLY,44-2H,COM,DUNN (ND),MIDDLE BAKKEN (BAKKEN POOL),O&G,ACTIVE,H,2007-10-01,2018-02-01,154254.0000,220329.0000,246038.0000,36087.0000,1476.0000,1.0000,22,27,3773,145.0000,20,24832.0000,7602.0000,26099.0000,3420.0000,50656,24434,54728.0000,328.0000,7260,82720.0000,49076.0000,90899.0000,545.0000,10625.0000,154933.0000,100646.0000,171707.0000,27254.0000,1030.0000,226.0000,16.0000,1375167.0000,229.0000,767,621.0000,190,10814,9656,1332,2008-01-29,,,70.00,827.8470,700.00,1207.9530,13837.1000,1235.1000,5210.0000,6,7688.0000,6,8556.0000,,51.0000,,11690.00000,20550.00000,,38.600000,2007-10-10,1,1,125,,,16703,2007-08-24,20550.00000,,8860.00,JIM CREEK,ND,(N/A),WILLISTON,USA,02,145N,96W,,,,(N/A),P-500,47.4018770,-102.8704005,"CONTINENTAL RESOURCES, INC.",9538.0000,7896.0000,1742.0000,123156505
